PassengerID,TrainName,Name,Gender,Age,Profession,Class,TicketPrice,TrainCar,SeatNumber,MaritalStatus,NumberOfChildren,CompanionCount,BaggageWeight,MealPreference,Station,ArrivalTime,DepartureTime,who,FamilySize
2835,Shalimar Express,Bilal Fahad Rana,Male,57,Engineer,Economy,6888,Coach-15,S-24,Single,3,0,16.95,Paratha Roll,Mailsi,14:25,14:30,Male,3
2836,Shalimar Express,Amir Iqbal Bhatti,Male,23,Engineer,Economy,3588,Coach-4,S-30,Married,1,1,37.03,Biryani,Kotri Jn.,5:22,5:24,Male,3
2837,Shalimar Express,Ayesha Jamal Khan,Female,27,Student,AC Business,3588,Coach-15,S-64,Married,1,0,30.99,Nihari,Haveli Wasawewala,10:30,10:32,Female,2
2838,Shalimar Express,Fatima Raza Malik,Female,19,Soldier,Economy,6888,Coach-6,S-81,Single,2,1,32.2,Paratha Roll,Bahawalpur,16:20,16:25,Female,3
2839,Shalimar Express,Bilal Asghar Jutt,Male,55,Lawyer,Economy,6888,Coach-9,S-41,Single,1,0,29.09,Biryani,Vihari,13:35,13:40,Male,1
2840,Shalimar Express,Bilal Asghar Chaudhry,Female,41,Artist,AC Business,3588,Coach-20,S-8,Single,3,,13.48,Karahi,Nur Shah,14:03,14:05,Female,3
2841,Shalimar Express,Sara Fahad Siddiqui,Male,48,Student,Economy,3588,Coach-7,S-85,Single,0,1,43.83,Karahi,Usmanwala,8:58,9:00,Male,1
2842,Shalimar Express,Noor Rizwan Qureshi,Male,53,Lawyer,AC Business,6888,Coach-5,S-99,Married,2,0,39.54,Paratha Roll,Nawabshah Jn.,2:26,2:28,Male,3
2843,Shalimar Express,Sara Asghar Malik,Female,52,Artist,AC Business,6888,Coach-20,S-28,Married,2,1,32.78,Nihari,Rohri Jn.,22:35,23:00,Female,4
2844,Shalimar Express,Ahmed Hussain Malik,Female,42,Soldier,Economy,6888,Coach-1,S-90,Married,4,2,15.36,Karahi,Shahdad Pur,3:27,3:29,Female,7
2845,Shalimar Express,Amir Nawaz Malik,Female,43,Teacher,Economy,3588,Coach-6,S-71,Married,4,2,25.88,Paratha Roll,Lahore Jn.,-,6:15,Female,7
2846,Shalimar Express,Amir Saeed Bhatti,Male,64,Engineer,Economy,6888,Coach-11,S-90,Single,0,2,27.73,Paratha Roll,Nawabshah Jn.,2:26,2:28,Male,2
2847,Shalimar Express,Hira Rizwan Chaudhry,Female,,Student,AC Business,3588,Coach-4,S-15,Married,4,0,34.86,Nihari,Pakpattan,11:20,11:35,Female,5
2848,Shalimar Express,Ali Hussain Sheikh,Male,45,Engineer,AC Business,6888,Coach-1,S-74,Married,0,2,13.83,Nihari,Mandi Ahmadabad,9:41,9:43,Male,3
2849,Shalimar Express,Ahmed Raza Bhatti,Female,39,Artist,Economy,6888,Coach-18,S-11,Single,0,2,46.31,Karahi,Padidan,1:04,1:06,Female,2
2850,Shalimar Express,Bilal Iqbal Siddiqui,Male,56,Engineer,Economy,3588,Coach-5,S-19,Single,0,2,15.65,Paratha Roll,Usmanwala,8:58,9:00,Male,2
2851,Shalimar Express,Ayesha Fahad Malik,Female,60,Artist,AC Business,68880,Coach-12,S-76,Married,2,1,37.82,Daal Chaawal,Bhiria Road,0:44,0:46,Female,4
2852,Shalimar Express,Ahmed Asghar Qureshi,Male,43,Farmer,Economy,6888,Coach-9,S-88,Married,0,1,19.42,Paratha Roll,Haveli Wasawewala,10:30,10:32,Male,2
2853,Shalimar Express,Bilal Murtaza Chaudhry,Male,5,Engineer,Economy,6888,Coach-10,S-37,Single,1,0,45.71,Nihari,Bahawalpur,16:20,16:25,Child,1
2854,Shalimar Express,Zain Rizwan Bhatti,Male,17,Artist,AC Business,3588,Coach-16,S-2,Single,3,2,24.75,Biryani,Bahawalpur,16:20,16:25,Child,5
2855,Shalimar Express,Ahmed Nawaz Jutt,Female,65,Teacher,AC Business,6888,Coach-6,S-54,Married,4,0,15.46,Biryani,Vihari,13:35,13:40,Female,5
2856,Shalimar Express,Ali Raza Malik,Female,16,Police Officer,AC Business,3588,Coach-3,S-3,Married,4,0,25.49,Paratha Roll,Kot Lakhpat,6:43,6:45,Child,5
2857,Shalimar Express,Bilal Murtaza Butt,Female,8,Lawyer,Economy,3588,Coach-17,S-86,Married,4,4,22.49,Nihari,Arif Wala,12:10,12:15,Child,9
2858,Shalimar Express,Zain Fahad Qureshi,Female,35,Teacher,AC Business,3588,Coach-14,S-59,Single,1,2,49.24,Paratha Roll,Sadikabad,19:54,19:56,Female,3
2859,Shalimar Express,Ayesha Iqbal Malik,Female,41,Police Officer,Economy,3588,Coach-1,S-69,Single,2,1,33.9,Paratha Roll,Karore Pakka,15:10,15:15,Female,3
2860,Shalimar Express,Ayesha Jamal Rana,Male,49,Artist,AC Business,6888,Coach-5,S-35,Single,2,3,44.24,Daal Chaawal,Mandi Ahmadabad,9:41,9:43,Male,5
2861,Shalimar Express,Ahmed Saeed Siddiqui,Male,24,Police Officer,AC Business,3588,Coach-8,S-18,Married,3,2,38.36,Daal Chaawal,Jamrani Wah,15:37,15:39,Male,6
2862,Shalimar Express,Noor Rizwan Jutt,Male,43,Artist,AC Business,3588,Coach-13,S-86,Single,1,1,35.83,Paratha Roll,Kot Lakhpat,6:43,6:45,Male,2
2863,Shalimar Express,Noor Fahad Jutt,Male,60,Artist,AC Business,6888,Coach-10,S-80,Single,3,1,23.31,Paratha Roll,Kotri Jn.,5:22,5:24,Male,4
2864,Shalimar Express,Sara Hussain Jutt,Female,43,Artist,AC Business,6888,Coach-14,S-32,Single,1,3,46.04,Biryani,Dera Nawab Sahib,17:43,17:45,Female,4
2865,Shalimar Express,Noor Nawaz Rana,Male,29,Doctor,Economy,6888,Coach-4,S-23,Married,1,3,39.8,Biryani,Karachi Cantt,8:10,8:25,Male,5
2866,Shalimar Express,Ayesha Asghar Qureshi,Male,54,Police Officer,AC Business,3588,Coach-5,S-46,Single,4,4,35.09,Karahi,Lodhran Jn.,15:57,15:59,Male,8
2867,Shalimar Express,Amir Saeed Butt,Male,18,Artist,Economy,6888,Coach-19,S-50,Single,0,1,15.77,Biryani,Hyderabad Jn,4:50,5:00,Male,1
2868,Shalimar Express,Ayesha Hussain Siddiqui,Male,25,Businessperson,AC Business,6888,Coach-13,S-54,Married,2,1,48.6,Nihari,Mubarakpur,17:25,17:27,Male,4
2869,Shalimar Express,Ayesha Murtaza Jutt,Male,34,Doctor,AC Business,6888,Coach-4,S-73,Married,0,3,10.66,Nihari,Usmanwala,8:58,9:00,Male,4
2870,Shalimar Express,Ayesha Iqbal Khan,Male,,Artist,AC Business,6888,Coach-6,S-3,Single,3,3,33.32,Karahi,Bahawalpur,16:20,16:25,Male,6
2871,Shalimar Express,Sara Murtaza Bhatti,Female,70,Doctor,Economy,6888,Coach-18,S-100,Single,4,3,43.54,Biryani,Mubarakpur,17:25,17:27,Female,7
2872,Shalimar Express,Bilal Nawaz Khan,Female,68,Lawyer,Economy,6888,Coach-15,S-99,Married,0,4,24.66,Paratha Roll,Basirpur,10:03,10:05,Female,5
2873,Shalimar Express,Fatima Saeed Qureshi,Male,45,Student,Economy,3588,Coach-3,S-31,Married,0,2,28.4,Nihari,Kasur Jn.,7:40,8:20,Male,3
2874,Shalimar Express,Ayesha Iqbal Sheikh,Female,71,Police Officer,AC Business,3588,Coach-14,S-64,Single,3,2,38.04,Daal Chaawal,Vihari,13:35,13:40,Female,5
2875,Shalimar Express,Ali Murtaza Butt,Female,31,Teacher,Economy,6888,Coach-8,S-56,Married,4,4,24.85,Biryani,Nur Shah,14:03,14:05,Female,9
2876,Shalimar Express,Fatima Murtaza Siddiqui,Male,53,Farmer,Economy,6888,Coach-6,S-15,Single,3,3,37.92,Biryani,Sadikabad,19:54,19:56,Male,6
2877,Shalimar Express,Ahmed Jamal Rana,Female,69,Farmer,Economy,6888,Coach-5,S-40,Married,1,4,44.02,Daal Chaawal,Walton,6:32,6:34,Female,6
2878,Shalimar Express,Noor Hussain Khan,Female,5,Lawyer,Economy,6888,Coach-17,S-92,Single,0,3,36.83,Biryani,Dera Nawab Sahib,17:43,17:45,Child,3
2879,Shalimar Express,Hira Iqbal Butt,Female,18,Student,AC Business,6888,Coach-3,S-86,Married,3,4,48.6,Daal Chaawal,Landhi Jn.,7:10,7:12,Female,8
2880,Shalimar Express,Fatima Murtaza Bhatti,Female,34,Lawyer,AC Business,3588,Coach-5,S-18,Married,1,3,29.66,Biryani,Tando Adam,3:56,3:58,Female,5
2881,Shalimar Express,Bilal Saeed Siddiqui,Male,66,Police Officer,Economy,6888,Coach-7,S-62,Single,1,2,45.13,Daal Chaawal,Bahawalpur,16:20,16:25,Male,3
2882,Shalimar Express,Ahmed Iqbal Butt,Female,66,Doctor,Economy,6888,Coach-6,S-29,Single,4,3,37.12,Karahi,Dera Nawab Sahib,17:43,17:45,Female,7
2883,Shalimar Express,Noor Nawaz Siddiqui,Male,74,Engineer,AC Business,6888,Coach-1,S-12,Married,3,2,40.59,Daal Chaawal,Machhian Wala,13:15,13:17,Male,6
2884,Shalimar Express,Zain Iqbal Chaudhry,Male,64,Lawyer,Economy,3588,Coach-20,S-10,Single,1,1,17.7,Karahi,Kot Lakhpat,6:43,6:45,Male,2
2885,Shalimar Express,Noor Murtaza Sheikh,Female,9,Student,AC Business,3588,Coach-3,S-33,Married,2,4,20.6,Daal Chaawal,Walton,6:32,6:34,Child,7
2886,Shalimar Express,Ayesha Raza Rana,Male,26,Artist,Economy,6888,Coach-15,S-69,Single,1,4,37.65,Biryani,Vihari,13:35,13:40,Male,5
2887,Shalimar Express,Sara Jamal Khan,Female,64,Teacher,Economy,6888,Coach-7,S-52,Single,3,0,47.66,Paratha Roll,Jamrani Wah,15:37,15:39,Female,3
2888,Shalimar Express,Ahmed Fahad Bhatti,Male,9,Teacher,AC Business,6888,Coach-19,S-47,Single,2,1,25.34,Daal Chaawal,Pakpattan,11:20,11:35,Child,3
2889,Shalimar Express,Bilal Iqbal Butt,Male,48,Student,Economy,6888,Coach-14,S-83,Married,1,2,20.46,Paratha Roll,Raiwind Jn.,7:10,7:15,Male,4
2890,Shalimar Express,Zain Saeed Jutt,Male,6,Businessperson,Economy,6888,Coach-17,S-100,Married,1,3,14.47,Karahi,Drigh Road,7:38,7:40,Child,5
2891,Shalimar Express,Ayesha Raza Siddiqui,Female,76,Police Officer,Economy,3588,Coach-19,S-1,Single,3,3,46.21,Paratha Roll,Liaquatpur,18:16,18:18,Female,6
2892,Shalimar Express,Ayesha Murtaza Malik,Male,41,Engineer,Economy,6888,Coach-13,S-23,Married,4,0,31.05,Paratha Roll,Haveli Wasawewala,10:30,10:32,Male,5
2893,Shalimar Express,Amir Rizwan Sheikh,Female,51,Businessperson,Economy,3588,Coach-10,S-71,Married,1,0,31.22,Daal Chaawal,Sadikabad,19:54,19:56,Female,2
2894,Shalimar Express,Ayesha Saeed Chaudhry,Female,57,Soldier,AC Business,6888,Coach-7,S-57,Single,0,,18.44,Paratha Roll,Shahdad Pur,3:27,3:29,Female,1
2895,Shalimar Express,Ayesha Nawaz Butt,Female,62,Farmer,AC Business,3588,Coach-18,S-28,Married,0,3,33.66,Daal Chaawal,Mir Pur Mathelo,20:47,20:49,Female,4
2896,Shalimar Express,Amir Raza Chaudhry,Female,42,Farmer,Economy,6888,Coach-15,S-9,Married,4,3,38.52,Daal Chaawal,Pakpattan,11:20,11:35,Female,8
2897,Shalimar Express,Amir Saeed Butt,Male,56,Artist,Economy,6888,Coach-2,S-85,Married,2,0,26.38,Nihari,Padidan,1:04,1:06,Male,3
2898,Shalimar Express,Noor Murtaza Bhatti,Male,61,Soldier,Economy,3588,Coach-7,S-97,Married,4,0,48.65,Daal Chaawal,Basirpur,10:03,10:05,Male,5
2899,Shalimar Express,Zain Asghar Chaudhry,Male,55,Police Officer,AC Business,3588,Coach-2,S-97,Single,3,4,29.55,Karahi,Ghotki,21:21,21:23,Male,7
2900,Shalimar Express,Hira Saeed Sheikh,Male,27,Student,Economy,3588,Coach-1,S-1,Married,4,0,16.95,Daal Chaawal,Basirpur,10:03,10:05,Male,5
2901,Shalimar Express,Ahmed Nawaz Khan,Male,12,Farmer,AC Business,3588,Coach-8,S-83,Married,4,,27.71,Daal Chaawal,Mailsi,14:25,14:30,Child,6
2902,Shalimar Express,Hira Rizwan Chaudhry,Male,72,Doctor,Economy,3588,Coach-2,S-41,Married,0,3,41.83,Daal Chaawal,Pakpattan,11:20,11:35,Male,4
2903,Shalimar Express,Zain Raza Qureshi,Female,59,Student,Economy,6888,Coach-4,S-15,Married,2,4,30.17,Karahi,Dera Nawab Sahib,17:43,17:45,Female,7
2904,Shalimar Express,Hira Hussain Rana,Female,30,Police Officer,Economy,6888,Coach-7,S-70,Single,3,1,22.78,Biryani,Drigh Road,7:38,7:40,Female,4
2905,Shalimar Express,Zain Nawaz Jutt,Male,54,Lawyer,Economy,3588,Coach-13,S-8,Married,0,1,22.02,Daal Chaawal,Karachi Cantt,8:10,8:25,Male,2
2906,Shalimar Express,Sara Rizwan Rana,Male,59,Lawyer,Economy,6888,Coach-8,S-54,Married,0,3,22.73,Karahi,Pakpattan,11:20,11:35,Male,4
2907,Shalimar Express,Ayesha Jamal Rana,Male,57,Student,AC Business,3588,Coach-11,S-78,Single,2,1,49.31,Karahi,Hyderabad Jn,4:50,5:00,Male,3
2908,Shalimar Express,Noor Rizwan Khan,Male,52,Businessperson,AC Business,6888,Coach-12,S-44,Single,2,2,20.11,Paratha Roll,Khanpur Jn.,18:55,19:00,Male,4
2909,Shalimar Express,Zain Saeed Jutt,Male,15,Soldier,AC Business,6888,Coach-12,S-26,Married,3,3,12.31,Daal Chaawal,Lodhran Jn.,15:57,15:59,Child,7
2910,Shalimar Express,Bilal Asghar Sheikh,Female,42,Businessperson,Economy,6888,Coach-4,S-98,Single,3,4,45.48,Biryani,Mailsi,14:25,14:30,Female,7
2911,Shalimar Express,Zain Asghar Qureshi,Male,46,Soldier,Economy,6888,Coach-3,S-12,Married,3,4,31.42,Nihari,Shahdad Pur,3:27,3:29,Male,8
2912,Shalimar Express,Amir Iqbal Khan,Female,76,Farmer,AC Business,6888,Coach-10,S-72,Married,2,0,48.15,Daal Chaawal,Mir Pur Mathelo,20:47,20:49,Female,3
2913,Shalimar Express,Ayesha Raza Qureshi,Male,28,Businessperson,AC Business,6888,Coach-13,S-93,Married,3,1,46.11,Biryani,Pakpattan,11:20,11:35,Male,5
2914,Shalimar Express,Sara Hussain Bhatti,Male,17,Police Officer,Economy,6888,Coach-6,S-90,Single,1,3,35.14,Nihari,Mir Pur Mathelo,20:47,20:49,Child,4
2915,Shalimar Express,Ayesha Iqbal Qureshi,Female,68,Artist,AC Business,6888,Coach-1,S-35,Single,3,3,42.5,Karahi,Mailsi,14:25,14:30,Female,6
2916,Shalimar Express,Zain Asghar Siddiqui,Female,70,Businessperson,Economy,6888,Coach-7,S-31,Married,3,0,49.41,Nihari,Mailsi,14:25,14:30,Female,4
2917,Shalimar Express,Amir Asghar Rana,Female,43,Lawyer,Economy,3588,Coach-13,S-58,Married,4,4,31.16,Nihari,Lodhran Jn.,15:57,15:59,Female,9
2918,Shalimar Express,Ahmed Jamal Qureshi,Male,50,Engineer,AC Business,6888,Coach-20,S-31,Married,4,0,18.53,Paratha Roll,Karore Pakka,15:10,15:15,Male,5
2919,Shalimar Express,Ayesha Saeed Jutt,Female,74,Engineer,AC Business,3588,Coach-19,S-37,Married,0,0,18.84,Biryani,Gagoo,12:38,12:40,Female,1
2920,Shalimar Express,Ahmed Raza Malik,Male,43,Teacher,AC Business,6888,Coach-7,S-21,Single,3,1,40.48,Daal Chaawal,Kasur Jn.,7:40,8:20,Male,4
2921,Shalimar Express,Sara Nawaz Bhatti,Female,48,Police Officer,Economy,3588,Coach-19,S-21,Single,0,3,16.9,Karahi,Landhi Jn.,7:10,7:12,Female,3
2922,Shalimar Express,Hira Iqbal Khan,Female,45,Artist,Economy,3588,Coach-12,S-67,Single,2,4,47.33,Karahi,Mahrabpur,0:11,0:13,Female,6
2923,Shalimar Express,Ahmed Rizwan Sheikh,Male,69,Artist,Economy,6888,Coach-14,S-31,Single,2,4,37.94,Daal Chaawal,Samasata Jn.,16:40,17:05,Male,6
2924,Shalimar Express,Hira Asghar Bhatti,Male,69,Engineer,AC Business,3588,Coach-18,S-99,Married,2,0,40.63,Karahi,Samasata Jn.,16:40,17:05,Male,3
2925,Shalimar Express,Noor Murtaza Sheikh,Female,16,Engineer,Economy,3588,Coach-11,S-32,Single,1,1,19.55,Paratha Roll,Mailsi,14:25,14:30,Child,2
2926,Shalimar Express,Ali Fahad Jutt,Male,36,Lawyer,AC Business,68880,Coach-10,S-53,Married,2,0,34.75,Karahi,Raiwind Jn.,7:10,7:15,Male,3
2927,Shalimar Express,Ahmed Iqbal Siddiqui,Female,10,Businessperson,AC Business,6888,Coach-19,S-73,Married,2,4,14.91,Karahi,Liaquatpur,18:16,18:18,Child,7
2928,Shalimar Express,Amir Jamal Jutt,Male,59,Engineer,AC Business,6888,Coach-6,S-95,Single,0,0,42.47,Paratha Roll,Ghotki,21:21,21:23,Male,0
2929,Shalimar Express,Ali Raza Qureshi,Male,19,Teacher,AC Business,3588,Coach-1,S-15,Single,0,4,36.63,Nihari,Liaquatpur,18:16,18:18,Male,4
2930,Shalimar Express,Zain Fahad Jutt,Female,,Businessperson,Economy,6888,Coach-13,S-94,Single,1,4,31.75,Karahi,Nur Shah,14:03,14:05,Female,5
2931,Shalimar Express,Hira Rizwan Siddiqui,Female,,Doctor,Economy,3588,Coach-13,S-15,Married,1,3,13.41,Nihari,Lahore Jn.,-,6:15,Female,5
2932,Shalimar Express,Sara Saeed Khan,Male,46,Artist,Economy,3588,Coach-5,S-100,Married,3,1,37.8,Paratha Roll,Mandi Burewala,12:55,13:00,Male,5
2933,Shalimar Express,Amir Raza Siddiqui,Female,,Doctor,Economy,3588,Coach-7,S-41,Single,2,2,39.74,Karahi,Basirpur,10:03,10:05,Female,4
2934,Shalimar Express,Zain Fahad Sheikh,Male,64,Businessperson,Economy,3588,Coach-3,S-66,Married,3,0,18.33,Biryani,Rahim Yar Khan,19:32,19:34,Male,4
2935,Shalimar Express,Ahmed Hussain Sheikh,Female,27,Doctor,Economy,3588,Coach-5,S-95,Single,0,4,46.83,Biryani,Hyderabad Jn,4:50,5:00,Female,4
2936,Shalimar Express,Hira Hussain Sheikh,Male,67,Police Officer,Economy,6888,Coach-16,S-25,Single,2,0,12.56,Biryani,Karore Pakka,15:10,15:15,Male,2
2937,Shalimar Express,Ayesha Nawaz Chaudhry,Female,5,Doctor,Economy,3588,Coach-14,S-9,Single,3,1,47,Karahi,Kot Lakhpat,6:43,6:45,Child,4
2938,Shalimar Express,Noor Nawaz Jutt,Female,11,Farmer,AC Business,3588,Coach-3,S-7,Single,0,0,48.63,Paratha Roll,Hyderabad Jn,4:50,5:00,Child,0
2939,Shalimar Express,Amir Raza Bhatti,Male,20,Engineer,Economy,6888,Coach-5,S-39,Married,4,3,32.74,Paratha Roll,Padidan,1:04,1:06,Male,8
2940,Shalimar Express,Sara Hussain Butt,Male,42,Lawyer,AC Business,3588,Coach-11,S-31,Single,3,3,38.88,Karahi,Lahore Jn.,-,6:15,Male,6
2941,Shalimar Express,Ali Fahad Chaudhry,Female,28,Businessperson,Economy,3588,Coach-13,S-45,Married,2,3,25.14,Nihari,Ghotki,21:21,21:23,Female,6
2942,Shalimar Express,Hira Murtaza Bhatti,Male,23,Student,AC Business,3588,Coach-7,S-14,Single,1,2,34.03,Nihari,Mandi Burewala,12:55,13:00,Male,3
2943,Shalimar Express,Bilal Asghar Bhatti,Female,32,Teacher,AC Business,6888,Coach-1,S-94,Married,2,3,13.44,Daal Chaawal,Gagoo,12:38,12:40,Female,6
2944,Shalimar Express,Zain Murtaza Butt,Male,38,Businessperson,AC Business,3588,Coach-5,S-17,Single,3,4,43.06,Biryani,Sadikabad,19:54,19:56,Male,7
2945,Shalimar Express,Hira Murtaza Rana,Female,61,Lawyer,Economy,6888,Coach-14,S-26,Single,2,2,22.15,Nihari,Bhiria Road,0:44,0:46,Female,4
2946,Shalimar Express,Amir Jamal Khan,Male,45,Student,Economy,3588,Coach-16,S-97,Married,0,3,28.93,Daal Chaawal,Bhiria Road,0:44,0:46,Male,4
2947,Shalimar Express,Fatima Raza Malik,Male,11,Farmer,AC Business,6888,Coach-15,S-20,Single,3,2,48.14,Nihari,Walton,6:32,6:34,Child,5
2948,Shalimar Express,Fatima Raza Rana,Female,11,Farmer,AC Business,6888,Coach-2,S-99,Married,4,0,15.62,Karahi,Khudian,8:45,8:47,Child,5
2949,Shalimar Express,Ali Raza Rana,Male,12,Farmer,AC Business,3588,Coach-12,S-14,Single,2,3,16.67,Daal Chaawal,Mandi Ahmadabad,9:41,9:43,Child,5
2950,Shalimar Express,Ayesha Nawaz Bhatti,Male,52,Artist,AC Business,6888,Coach-11,S-36,Single,2,3,32.29,Nihari,Gagoo,12:38,12:40,Male,5
2951,Shalimar Express,Noor Fahad Sheikh,Male,20,Lawyer,AC Business,6888,Coach-2,S-14,Single,4,2,39,Nihari,Gagoo,12:38,12:40,Male,6
2952,Shalimar Express,Hira Rizwan Rana,Male,51,Lawyer,AC Business,3588,Coach-8,S-21,Married,0,4,13.98,Karahi,Mandi Ahmadabad,9:41,9:43,Male,5
2953,Shalimar Express,Bilal Murtaza Rana,Male,60,Student,Economy,3588,Coach-19,S-43,Single,0,0,17.18,Nihari,Dera Nawab Sahib,17:43,17:45,Male,0
2954,Shalimar Express,Ali Saeed Jutt,Female,46,Teacher,AC Business,3588,Coach-13,S-13,Single,0,3,24.41,Paratha Roll,Kot Lakhpat,6:43,6:45,Female,3
2955,Shalimar Express,Noor Nawaz Siddiqui,Female,12,Teacher,AC Business,6888,Coach-8,S-51,Single,1,4,20.81,Daal Chaawal,Vihari,13:35,13:40,Child,5
2956,Shalimar Express,Fatima Fahad Jutt,Male,29,Doctor,AC Business,6888,Coach-3,S-75,Single,3,3,49.03,Biryani,Landhi Jn.,7:10,7:12,Male,6
2957,Shalimar Express,Hira Asghar Butt,Male,25,Doctor,Economy,6888,Coach-13,S-26,Single,2,4,14.78,Karahi,Mir Pur Mathelo,20:47,20:49,Male,6
2958,Shalimar Express,Fatima Asghar Malik,Male,13,Businessperson,Economy,6888,Coach-9,S-73,Married,2,2,24.9,Karahi,Lodhran Jn.,15:57,15:59,Child,5
2959,Shalimar Express,Ali Saeed Butt,Female,73,Teacher,Economy,6888,Coach-18,S-59,Single,1,3,47.9,Daal Chaawal,Karore Pakka,15:10,15:15,Female,4
2960,Shalimar Express,Amir Fahad Sheikh,Male,27,Teacher,Economy,6888,Coach-5,S-6,Married,1,0,10.13,Paratha Roll,Bahawalpur,16:20,16:25,Male,2
2961,Shalimar Express,Amir Jamal Bhatti,Female,40,Teacher,Economy,6888,Coach-1,S-66,Single,1,2,39.03,Paratha Roll,Landhi Jn.,7:10,7:12,Female,3
2962,Shalimar Express,Zain Murtaza Khan,Male,75,Artist,AC Business,3588,Coach-9,S-51,Married,2,2,38.32,Biryani,Rohri Jn.,22:35,23:00,Male,5
2963,Shalimar Express,Ayesha Raza Malik,Female,71,Farmer,Economy,3588,Coach-1,S-75,Married,0,4,12.46,Biryani,Khudian,8:45,8:47,Female,5
2964,Shalimar Express,Ali Saeed Rana,Female,33,Engineer,AC Business,3588,Coach-16,S-13,Married,1,1,37.58,Nihari,Mubarakpur,17:25,17:27,Female,3
2965,Shalimar Express,Ayesha Rizwan Malik,Female,34,Lawyer,Economy,3588,Coach-9,S-9,Married,0,4,12.93,Karahi,Rohri Jn.,22:35,23:00,Female,5
2966,Shalimar Express,Sara Hussain Jutt,Male,76,Doctor,Economy,6888,Coach-20,S-89,Single,2,2,12.07,Nihari,Pakpattan,11:20,11:35,Male,4
2967,Shalimar Express,Fatima Saeed Chaudhry,Female,45,Student,Economy,3588,Coach-1,S-91,Married,4,2,42.81,Daal Chaawal,Mandi Burewala,12:55,13:00,Female,7
2968,Shalimar Express,Ayesha Fahad Siddiqui,Female,63,Engineer,AC Business,3588,Coach-9,S-30,Single,3,4,33.66,Nihari,Raiwind Jn.,7:10,7:15,Female,7
2969,Shalimar Express,Hira Fahad Malik,Female,37,Artist,AC Business,3588,Coach-19,S-60,Married,2,3,46.88,Nihari,Gagoo,12:38,12:40,Female,6
2970,Shalimar Express,Sara Raza Qureshi,Male,64,Lawyer,Economy,3588,Coach-11,S-52,Married,1,0,41.5,Daal Chaawal,Usmanwala,8:58,9:00,Male,2
2971,Shalimar Express,Fatima Iqbal Malik,Male,73,Student,Economy,3588,Coach-7,S-47,Single,3,4,30.13,Paratha Roll,Khanpur Jn.,18:55,19:00,Male,7
2972,Shalimar Express,Zain Saeed Chaudhry,Male,60,Student,AC Business,3588,Coach-14,S-95,Married,4,0,44.72,Karahi,Gagoo,12:38,12:40,Male,5
2973,Shalimar Express,Bilal Nawaz Qureshi,Female,65,Student,Economy,6888,Coach-7,S-20,Single,2,4,32.16,Paratha Roll,Walton,6:32,6:34,Female,6
2974,Shalimar Express,Ahmed Nawaz Rana,Male,65,Soldier,AC Business,6888,Coach-20,S-81,Married,0,3,40.67,Paratha Roll,Jamrani Wah,15:37,15:39,Male,4
2975,Shalimar Express,Amir Hussain Malik,Male,22,Doctor,AC Business,3588,Coach-4,S-16,Single,3,3,26.49,Nihari,Nur Shah,14:03,14:05,Male,6
2976,Shalimar Express,Bilal Fahad Bhatti,Male,52,Engineer,AC Business,6888,Coach-14,S-81,Single,3,1,17.47,Karahi,Khudian,8:45,8:47,Male,4
2977,Shalimar Express,Ali Rizwan Bhatti,Male,53,Police Officer,AC Business,6888,Coach-7,S-53,Married,3,3,15.41,Karahi,Dera Nawab Sahib,17:43,17:45,Male,7
2978,Shalimar Express,Ali Nawaz Butt,Female,73,Doctor,Economy,6888,Coach-12,S-34,Married,1,4,36.71,Nihari,Raiwind Jn.,7:10,7:15,Female,6
2979,Shalimar Express,Noor Asghar Jutt,Female,55,Student,Economy,6888,Coach-19,S-91,Single,2,0,35.01,Daal Chaawal,Mubarakpur,17:25,17:27,Female,2
2980,Shalimar Express,Ali Rizwan Jutt,Male,14,Lawyer,AC Business,3588,Coach-9,S-68,Single,0,0,39.17,Daal Chaawal,Vihari,13:35,13:40,Child,0
2981,Shalimar Express,Bilal Iqbal Butt,Female,44,Lawyer,AC Business,6888,Coach-17,S-50,Single,0,0,39.29,Nihari,Basirpur,10:03,10:05,Female,0
2982,Shalimar Express,Zain Nawaz Bhatti,Female,35,Farmer,AC Business,3588,Coach-14,S-11,Single,0,3,17.73,Daal Chaawal,Khudian,8:45,8:47,Female,3
2983,Shalimar Express,Ali Raza Qureshi,Female,14,Businessperson,AC Business,6888,Coach-3,S-76,Single,4,2,38.32,Biryani,Bhiria Road,0:44,0:46,Child,6
2984,Shalimar Express,Sara Murtaza Khan,Female,79,Student,AC Business,3588,Coach-6,S-84,Married,4,1,41.95,Paratha Roll,Pakpattan,11:20,11:35,Female,6
2985,Shalimar Express,Sara Iqbal Sheikh,Male,11,Doctor,AC Business,6888,Coach-1,S-99,Married,0,4,37.8,Nihari,Basirpur,10:03,10:05,Child,5
2986,Shalimar Express,Amir Hussain Jutt,Female,9,Student,Economy,3588,Coach-8,S-93,Married,2,2,22.6,Nihari,Kasur Jn.,7:40,8:20,Child,5
2987,Shalimar Express,Zain Iqbal Rana,Female,15,Teacher,AC Business,3588,Coach-10,S-79,Married,2,3,25.89,Nihari,Samasata Jn.,16:40,17:05,Child,6
2988,Shalimar Express,Ali Saeed Khan,Female,78,Doctor,Economy,6888,Coach-13,S-71,Married,0,0,25.94,Karahi,Mailsi,14:25,14:30,Female,1
